text,stars,label
"this soup turned out great! i added carrots, celery, onion, peas, minced garlic basil , dried parsley flakes and cheese. taste wonderful!",5,1
this is an excellent recipe. very moist and tasty: definitely a keeper!,5,1
"this is an excellent cake. very tasty, goes really well with strawberries",5,1
these were great!,5,1
i didn't have veg oil so i used coconut oil same amount and 2 bananas instead of 3 it was a awesome recipe taste amazing!!!!,5,1
"this dessert was so easy to make. i made the recipe just as it is. the only thing i changed was i used frozen peaches as that was all i had. it turned out really, really good. i used a 2.5 quart corningware dish instead of my 8x8 baking pan because i was afraid it would bubble over.",5,1
"this is by far the worse recipe i have used for banana bread.it calls for way too much oil,i bake dog treats for a living and they smell better than this bread.",1,0
"this is our favorite main dish zucchini recipe! just top it with whatever your favorite pizza toppings are if you want more flavor than the ground beef. i usually use the ground beef, onion, tomato sauce layer then might add some pepperoni, olives, sausage, additional onion, mushrooms......whatever i want on my pizza. love it, love the results, not watery at all.",5,1
this recipe is outstanding!,5,1
my family loves this chili. its simple & so yummy in the indiana winters!,5,1
"easy to prep, make, cook and oh so tasty.",5,1
i have baked these bars for several years and there are never any left for the next day. my daughters and daughter-in-law and grandkids bring me very ripe bananas as a hint to make these. my only recommendation would be to make one half of the frosting as it really makes a lot. would give these 10 stars if i could.,5,1
this is easy to prepare and very tasty. i doubled the recipe and fixed it in a dutch oven. it one of my son's favorites.,5,1
"i found this a very pleasing salad and have made it twice now. the first time i stuck to the recipe and found it sweet but the vinegar also played off that sweetness. the second time i cut the sugar. while i thought it was still very good, there was something to be said for the sweet against the tang. either way, it is good!",5,1
"i chose this cheesecake as my very first baked cheesecake for thanksgiving last year. it turned out perfect and it is very good! i didn't add the chocolate on top; one, i didn't want to cover up the swirl design, and two, it really didn't need anyhing else. the cheesecake is creamy and rich...just the way a cheesecake should be. you definitely do not need a large slice of this!",5,1
these sandwiches were a hit at our family gathering. the buns ended up a bit soggy though. i will try again.,4,1
i made this recipe hundreds of times starting back in 2000 when it first appeared in the magazine and i was a newlywed. my 13-year-old likes it and my 8-year-old just started to like it. i just leave out the crushed red pepper flakes and i use red onion. this recipe is in regular rotation in this house.,5,1
this pie is very good classic apple pie,5,1
"i made these pancakes for breakfast, and added chocolate chips as i was cooking them,as hubby is a choc a holic. we thought they were great.",5,1
"i have made these several times and as long as i don't over cook the chicken ;) , it's delicious. my husband is not as wild about the dish as i am but that's only because he prefers using chicken breasts rather thighs. i serve the sauce over riced cauliflower rather than rice to save carbs and pair that with steamed broccoli for a healthy meal.",5,1
this is the best tilapia ever and quick and simple to make.,5,1
"i agree with pjmcbride. a key lime pie is not green. where is the key lime juice? what part of this pie even comes remotely close to a true key lime pie??????? i would never, ever, ever make this sad imitation.",1,0
great flavor and easy to make. i didn't have any italian sausage so i used country sausage and added italian seasoning and some fennel. otherwise i pretty much made it as written and served it with small sandwiches. great meal for the fall.,5,1
this was soooo yummy! my boyfriend is not the biggest fan of tomatoes but he still loved it! i fixed some olive oil pasta to go with and texas cheese toast ... delicious!,5,1
"delicious!!!! i have been on the lookout for a really,really good banana bread recipe and this is it! super easy and great texture. i didn't have walnuts but chopped almonds were just as good. you won't be sorry!",5,1
"these were delicious. granted, my frosting looked nothing like the picture (not as fluffy), but the taste of both the cupcakes and the frosting was outstanding. this won rave reviews with my family, the neighbor kids, and my coworkers (i made a dozen cupcakes for home and then used the rest of the batter to make a small cake that i took to work). everyone loved the frosting and i had a bunch left over, so i used it on some gluten-free apple muffins i'd made for my daughter (since she couldn't eat these). would definitely make these again and am going to experiment with a gf version and with using more zucchini.my husband tried to get me to agree that he could have as many as he wanted since ""they contain veggies!"" hahah.",5,1
"<ol><li><p>day 1, warm and delicious, with cream poured over it.</p></li><li><p>day 2, not as good, so eat it all the first day!</p></li></ol>",5,1
"i used this same recipe back in the 70's to stuff green peppers. the extra meat became smaller ""porcupine meatballs"". it's been years since i've made them...maybe tonight!! thanks for the reminder. this is a great meal!",5,1
"very tasty recipe - thank you for sharing! it can be easily modified with a few ingredients to people's tastes, but i like it as is. not sure what ""pam"" was doing to this recipe - but looks like she should have just thrown it out completely and added all her silly ingredients to plain chicken stock and wrote her own recipe; rather than destroying yours - lol!",5,1
deliciously delicious! i will say the first time i made it it definitely bit my sweet tooth. the second time i made it with sugar free jello and it brought some of the sweetness out. as for the frosting...good when chilled. melts super easily but is very yummy. i'm playing around with the frosting recipe to see if adding a premade frosting or cream cheese will help it hold. other than that yummers!,4,1
"if you do not thaw the berries, it helps the gelatin set up better and it won't be runny. my family prefers this made with raspberries. i add some fresh berries along with the frozen and also use unsweetened berries. doing it this way, we never have a runny gelatin problem or have the dessert separate.",5,1
"i thought this was excellent, and so easy. my husband said, ""you scored!"" we had this tonight with sandwiches. great winter night supper. will make this again for sure. i cooked a couple of cloves with garlic with the onion but made no other changes.",5,1
this recipe is awesome!,5,1
"i made these today with all purpose gluten free flour (1 for 1 substitute regular ap flour), and they turned out great, too. made an addition of chopped pecans, very tasty. great recipe!! thanks.",5,1
"i made this last week and it was very good. the sour cream adds richness to the dish. i added salt and pepper to taste and used white cheddar cheese (i'm allergic to annatto, the food dye used to color many yellow cheeses and other foods). my husband loved this dish, so i will be making it again.",5,1
very bland,1,0
"too bland for my taste, even though i don't like spicy foods either. i had a lot left over & if i had served it again, intended to add a can of crushed tomatoes. instead, after a few days in the frig, i just threw it out. it needed something - just not sure what.",2,0
"omg. what. a. recipe. to-die-for delicious! i want to add a photo of my pie, but there appears to be no manner in which to do so.",5,1
"i do substitute beef broth and it could use more green peppers, but it is yummy on a cold night. i think that it's funny that some folks substitute all of the ingredients. is it still the same recipe?:)",4,1
this has been a family favourite for many years. so quick and easy to make!,5,1
yummy yummy! i have adapted to making it in the slow cooker; i also add a few dashed of chili seasoning when cooking the chix and onion in the skillet before adding to the crock pot.,5,1
"i don't care what it's called, we call it darned good!! very comforting dinner and easy to prepare!",5,1
great! wonderful flavor. added walnuts to top crumb mixture.,5,1
"this is a wonderfully easy, tasty & healthy dessert! my only comment is that the amount of gelatin is incorrect -- since it says ""one packet"", i used the smallest size, which is 3.0 oz., not 0.3 oz. -- just a typo when it was posted, i'm sure. i used the full 3 oz. packet and it came out fine :)",5,1
9/14/2020...i'm just reading the email for this recipe. sounds great but can someone please tell about the cheese? mentioned in the instructions but not ingredients. thanks!,5,1
absolutely delicious! doubled ingredients for 2 lbs on shrimp!,5,1
"this is definitely the best banana bread i have ever made. i made extra loafs to give to family members and they all raved about how good it was. on some loaves i did add a little nutmeg and cinnamon and it also tasted good with those spices. either way, this is the best banana bread!!!",5,1
this soup is pretty easy and very delicious! i used whole milk since we like our potato soup a little thicker. i also heeded the advice of other commenters and left out the celery seed and use celery salt in place of regular salt. i think i might just add celery to the veggies next time to up the flavor.,5,1
"totally decadent!! made it for my in-laws and they proclaimed it to be ""restaurant quality"". i didn't change a thing and thought it was pretty easy. i may do a water bath next time to prevent cracks (or allow myself more time, it had to be put in the fridge overnight without fully cooling outside of the oven first). it was wonderful, thank you for sharing it.",5,1
i made this recipe for a friend who recently moved house warming gift. so simple and easy. i used frozen ripe bananas. they browned beautifully.,5,1
my husband and i didn't like this recipe. it had an aftertaste that was unpleasant. i think from the italian dressing.,1,0
unfortunately i felt like this recipe had very little taste. i won't be making it again.,1,0
"this was the worst meat loaf ,there was no taste and it was too runny will never make again",1,0
my husband and i loved this recipe. the only thing i changed was using corn torillas instead of flour. very very good.,5,1
my husband and i love this recipe! better than fajitas from a mexican restaurant.,5,1
"we loved this!! my husband said it was a keeper. i used one boneless chicken breast cut into tiny pieces, and sprinkled just a pinch of red pepper flakes. it was a tad dry when i added the noodles, so increased the amount of soy sauce and a little chicken broth to loosen it up. will definitely be making this often.",5,1
excellent; i did add some candied ginger....about 2 tbs. but they are great just the way they are,5,1
"excellent! light, fluffy and yummy. i doubled the recipe for my family and all gone!",5,1
this is my 4th year in a row baking this cake. it is outstanding!!! don’t forget to add boiling water or boiling coffee as your last step to making the batter. it’s easy to read past it in the directions. this is my favorite chocolate cake and my husband loves having it every year on his birthday... also his favorite!,5,1
this recipe is divine! for a long time i tried to replicate a delicious but overpriced pumpkin bread at my local supermarket-this is it! i do add a cinnamon glaze to improve the appearance and keep it moist.thanks joyce!,5,1
the recipe is awesome. i cut it in half and used fresh corn on the cob that i had cut off rather than the can corn. i also added white pepper which goes well with soup and potato recipes. this is a recipe that i'll share with a lot of people.,5,1
very good soup and i will use the whole pound of ground beef and another 1/2 lb of velvetta or other cheese that i may have on hand the next time around.,5,1
"i wouldn't bother with this recipe again. very little flavor except cauliflower, instructions are iffy at best ( 2-1/2 cups of water to cover the veggies, really?) my boyfriend & i ate it, but i threw the rest of it out as well as the recipe itself.",1,0
wow! very good but i put less butter and cheese another way it will be very buttery and cheesy! love it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,1
amazing! my boyfriend loved it so much! going to make it again this week!,5,1
"these are the best! just had them last night for dinner. the only change (because of preference) is using a small can of tomato paste instead of ketchup. started making these in 2000 when they were in the annual toh book. my son would say if he was ever on death row and had to choose his last meal, it would be these. i promised him i would make them whenever he wanted so he wouldn't have to commit a crime to have them for dinner!",5,1
this recipe is a keeper the newest addition to my recipe file. today is the first time i had tried this casserole; our cousin was dropping off some papers when she got to the door & she wanted to know what smelled so good. i invited her to come on in & eat; she said my husband & brother are with me; i said there is plenty tell them to come in too...makes alot!!! recipe is not dry; moist & is the perfect breakfast or lunch!!!,5,1
what temp and time would you use for 9x11 cake or is it 9x13? sounds great,4,1
"this was a big hit. spiced just right. my husband added more hot sauce at the table, but this is great as is. it is definately a new family favorite. i'm going to invite friends over just so we can share this!",5,1
"loved by the whole family for my father's 70th birthday. i needed to make it dairy free so i used dairy-free margarine and sour cream in the cake and frosting. for the baking pans i always grease, line with parchment paper, grease and flour so the cakes come out effortlessly.",5,1
"nasty. doesn't taste good unless you put tons of brown sugar on it. otherwise, it tastes likes grapes with mayonnaise. gross. my friends hated it. what a waste of money.",1,0
one of my favorites to make when serving a pot roast,5,1
"@ buzzbombz, why would you give it 4 stars and then post a different recipe? you should just review this one and then submit your own separately. ??",5,1
"enjoyed this very much. i left out the italian dressing (i just forgot it, i think), and used small corn tortillas instead of flour tortillas. i thought it came out a bit dry, so i might add more salsa or some enchilada sauce next time. the whole family scarfed it down!",4,1
excellent - really really good. i used kielbasa instead of bacon and it was fantastic. a hit with the entire family!,5,1
"the finish product was delicious, but i only used half of the packages. i served it with mashed potatoes and corn fritters...",4,1
"this disappeared at our family christmas dinner. easy to make (i cheated and used whipped cream cheese frosting though) and very tasty. they don't puff up a lot, so fill the cups full - the cake is fairly heavy, but a good consistency. i will definitely be making these again!",5,1
"this meatloaf was very good. my whole family loved it, and my husband is not a ""meatloaf guy"". i didn't have any problems with it being dry at all or falling apart. i give it 4 stars only bc it was a little too sweet for me as well. and without the sauce the meat was pretty bland, although my husband liked the fact that the meat wasn't overly seasoned bc the sauce had a great taste. the only thing i may do next time is season the meat a little more and probably not put as much brown sugar. but i wouldn't make many changes bc my family (husband and 2 kids) loved it. i paired it with some mashed potatoes and green beans. overall a great meal.",4,1
"this is the best white chili i’ve ever had. it is a hit with this family, old and young. i always think i might have some for a few days, but it never lasts that long. he never gets tired of it and neither do i!",5,1
this is very simple and tasty. you wouldn't know it's a healthy soup by the indulgent taste. i made it with milk and it's still delicious.,5,1
laughing at all those who don’t realize that you cannot cut into an apple pie that’s fresh out of the oven. great recipe,5,1
just didn't care for.,2,0
best cake i ever tasted. i made this when it came out in the magazine and thought the icing recipe looked strange. it is so light and delicious. i have been looking for this recipe ever since i lost it. so glad to have found it again.,5,1
"i had never made a meatloaf before but decided to make one using this recipe with a couple small modifications. i only used 1/3 cup of milk, i used panko bread crumbs instead of crackers and i baked it for 75 minutes. it came out absolutely fantastic.",5,1
my husband loves these!,5,1
i made them in a 13x9 pan instead and just baked it longer so it turned out more like a really moist cake. delicious!,5,1
just made this last night without the capers ( whatever that is lol) for the first time. loved it!!! sooo good i'm making it again tonight lol !!!!,5,1
"i've tried many different mac n cheese recipes and by far this is my favorite. i have since then thrown out all ""other"" recipes and now replaced this as my go to for my family favorite.",5,1
"been looking for a great slaw recipe for long time - found it! a local bbq restaurant makes delicious slaw and this recipe is almost identical. i did not use pre-packaged slaw mix; used small head of cabbage & few small carrots. this will now be my ""go-to"" slaw recipe!",5,1
i have made these numerous times and are always a hit! i make them for our christmas gathering. pretty for christmas. easy and yummy! the recipe makes a big batch so it's great for our large family gatherings.,5,1
"i make this recipe all the time, although cut back on the amount as it is just myself to cook for now. like others, i add more broth to make a bit more sauce, and put the chops on the bottom to cook until near the end, and then transfer them to the top. i do add garlic though and a little dijon mustard as i find the dish a bit bland otherwise. a great dish though, no matter how you cook it.",4,1
i add creme cheese and more creme. i also roast my chicken breasts in the oven and then pull and dice the meat. i have won 3 chili cook-offs with my version! :),4,1
"this is very tasty. my meatloaf is similar to this, except without the cheese, so it wasn't a stretch to think my family would like this. especially my 3 year old. it's a winner!",4,1
"this has been a family favorite for years. i make mine with lean ground turkey. and, i also make the baked mashed potatos, which are delicious too. this recipe was in a toh magazine that also include emily's spinach salad as a side (with apple and raisens)...a very refreshing accompaniment to this meal. yummy!!!",5,1
delicious! love it! can it be frozen? i didn't think so.,5,1
this really is the best banana bread i've ever tasted!,5,1
this was a super recipe. very tasty. even my picky 5 yr old wanted more.i just have to work on perfecting my pie crust!,5,1
my children loved making these meatballs - i loved eating them! no hard to slip brown rice into this one either.,5,1
absolutely delicious. followed the recipe to the letter. awesome!!!!,5,1
"everyone loved this dish. i made it super easy by using frozen chopped onions and instant potatoes. but after reading some of the comments, i can see it's a very vestal recipe.",5,1
"i make this bread at least once a week, sometimes more. my son can't have dairy or gluten, so this is perfect. i will sometimes add dairy-free chocolate chips. i also don't always make it into loaves. it bakes great in a 9x13 pan and the extra batter i use for muffins.",5,1
love this soup and do share the recipe with everyone i serve it to. i find it's a great way to use up leftover pot roast.,5,1
making this again tonight because it is a favorite at our house. the flavor and consistency are great when hot and even better the next day on a sandwich. i make my mini loaves bigger than suggested - 4 loaves instead of 8. one pound of meat only serves 4 here.,5,1
this was a major hit in our home. my daughter is a veggiei-hater and she even loved it. this is a definite future meal in our home again.,5,1
"if i am allergic to soy, is there something i could substitute for it? i'd really like to try it!",1,0
"i made this several weeks ago with minor changes... omitted the brown sugar, and added hot paprika. i also didn't add the rice until just shortly before we ate because i don't like mushy rice. there wasn't a drop left!",4,1
a great base recipe to start with! made this for labor day party and made it again since then. i added a little garlic powder and used champagne vinegar and a little bit of dill pickle juice to zip it up. best of compliments: a clean bowl!,5,1
"a good recipe, bakes up light and fluffy, but the next time i make it, i will decrease the sugar by half. sweet: so depending on how you use it or what you pair it with may determine how sweet you like it.",5,1
this was phenomenal! i would certainly make this again. i followed the recipe and had nothing but compliments:),5,1
these bars are better than banana bread. very moist. i add chopped walnuts and the bars go fast whenever i make them.,5,1
i like the idea of the flattened chicken! i also modified the recipe by cubing the chicken and breaking the bacon into bite size pieces. this makes it easier for younger children to enjoy too.,5,1
"to reduce our sugar intake, i reduced both sugars by 1/3 and it turned out fantastic! i will definitely be making this again!",5,1
this is the best....a real family favorite. if you love seafood and pasta you'll love this!,5,1
these are yummy! i agree w/ teadrinkinlady and will use more enchilada sauce next time. definately going to make for friends and family if i am able to share ;0),5,1
delicious! those of you who substitued oil: did 2 tbs oil replace the 1/4 cup of shortening?,5,1
"this recipe was off the charts!! six years ago, my husband and i were in venice and ate at ""the black cat restaurant"" in burano. he had a seafood lasagna and has been asking me to make it since. i finally found this recipe and made it yesterday (father's day.) well--he flipped! it was sooo delicious! told me that it is his favorite dish ever!! asked me to make it again for his birthday in september. thank you so much for this recipe.",5,1
"high hopes with so many great reviews. unfortunately, this is way too sweet. on the bright side - the kids love the sugar rush and candy bar like sweetness, so 2 stars for that. cool whip and 1 cup of sugar with the cream cheese, then jello and the sweet syrup strawberries. next time i'll find another version of this with a lot less sugar and using heavy whipping cream.",2,0
"i recall making this bread and if i remember correctly, i'd used 5"" miniature loaf pans.i greased and floured the loaf pans used. if using other pans, i suggest one to two 7-1/2x3-1/2"" loaf pans, greased and floured! i'd used the peel of 1 large lemon, 1-1/2 cups fresh or frozen blueberries with 1/8 cup all-purpose flour mixed in with the berries to prevent them from sinking to the bottom of the loaves! i'd used 1/4 cup lemon juice and1/4 cup sugar and i cooled the bread at least 20 minutes so that bread had a chance to settle! i glazed the loaves as soon as they came out of oven. i'd probably bake the miniature loaves 40 to 45 minutes and the 7"" loaves at least 45 to 50 minutes. i used my cake tester to test the loaves and made sure that the cake tester came out clean! this recipe is a good one! thank you for sharing this recipe! delowenstein",5,1
i made this right after i got the recipe and my family loved it. i will definitely make it again. lf from wa.,2,0
"i loved this recipe the first time i made it! i found that if i stack up the potatoes and onions in my 8x8” pyrex dish, and pour the cheesy rue over them to make it even better the second time i made it! however, using this method, pouring a drizzle of milk on top before covering keeps the whole dish very creamy! family and friends always rave about it!",5,1
"these cupcakes are easy to make and have a wonderful flavor. the cream cheese frosting with added cinnamon is a hit and i will be using it for other cakes (like carrot cake). the cupcakes tend to collapse and become flat topped instead of the usual cupcake shape. however, the shape doesn't detract from the flavor. my family loved them!",4,1
i am coming back online again to get this recipe. i have tried other recipes over the years but always come back to this one when i am having company and want my lasagna to taste just right!,5,1
this was great. at our mother's day bbq it got rave reviews from everyone,5,1
i just made these and they are wonderful! my house smells so good.,5,1
hands down one of the best soups we've ever had! the only thing we changed was adding one can of the green chilies instead of two. my nine year old couldn't get enough!,5,1
we all loved it; it had a wonderful flavor and great consistency very moist. i used a very coarse corn meal which i think i'll get a finer one next time but that's a small thing; it just made it a bit gritter than i would have liked didn't affect the flavor at all.,5,1
every time i try a new recipe i make it exactly as shown. the next time i tweak. with this recipe there is nothing to tweak! it is delicious as is. i made it as a snack at christmas and everyone loved it! i ate 3 as a snack! love finding recipes i can keep forever.,5,1
"i made these to take to visit a sick family member and was pretty disappointed by the lack of flavor in the bars themselves. they definitely need spices other then just cinnamon and i regretted not adding ground cloves, ginger, and nutmeg but i wanted to make the recipe exactly as shown. the frosting was good but was the only flavor you could taste.",2,0
"this was very good! i didn't have all six cups of apples. i only had 2 granny smith and 2 fugi, which gave me close to 5. it didn't matter because it was still full of apples and really delicious. the crust on top was crispy after baking so i wasn't able to test with the spring back like a regular cake recipe so just use a toothpick to test. it almost tastes like an apple crisp cake. i have to add the i didn't make the sauce and it was sweet enough without it. my boyfriend doesn't eat sweets and thinks its too sweet but i can't stop eating it. i gave some to my family and they loved it too. i will probably make it again.",5,1
"fabulous, i receive tons of raves with this! i mixed it all together instead of layering it, and then put it in my crockpot and cooked on low (my crockpot runs pretty hot) for four hours. i buttered my crockpot really well first, and that seemed to help keep it from sticking too bad. i took it to the party, and left the crockpot on warm for several hours, and it worked out just fine! everyone said that i'd have to make that everytime we get together. and no one even guessed or realized that it was gluten free, a true feat for us celiacs! :) (note, it's also a meal unto itself, so as a celiac at a social function, you know you can have a full meal in just the one safe dish!)",5,1
"i am sure that to someone that has never tasted real new england clam chowder this might taste good, but there is no way this tastes anything like the chowder that we make in boston or anywhere else in new england. you can call it washington clam chowder or northwest clam chowder or west coast clam chowder, but not boston or new england clam chowder. we would never put celery or garlic or thyme in our chowder!!!!!",1,0
excellent recipe and easy to make. i cut the recipe in half and make one pot pie.,5,1
this was a big disappointment. all i could taste was the flour so anyone that makes this recipe should use less flour. i might make this again but would defintely not use 6 tbs. of flour. i think you need to experiment with this recipe to come up with the correct measurements. i did go ahead and serve this but threw out the remainder.,1,0
"yummy soup and easy to make. i have made this twice in the last week. i just used grated cheddar cheese and i did not have any green onions, otherwise i made it just as it says.",5,1
"made it for company tonight! i served it warm with vanilla ice cream. it was very good. i freeze peaches during the summer. when defrosted, they give a lot of peach juice. i used the peach juice, instead of the water called for in the recipe, to make the topping. after reading other reviews saying it was too sweet, i cut out the white sugar in the topping and used only the brown sugar. my husband said it was as good as my peach pie. it's much less time-consuming than making a pie so i'll be making it again!",5,1
delicious! but i tweaked it a little. i baked the potatoes and gravy first for half hour. and i put onion powder in the gravy. i also marinated the pork with cajun seasoning and olive oil for a few hours before hand. then i coated the pork with corn starch to hold the moisture inside. pan fried it with a little olive oil enough to sear it. then add to the potatoes. and i keep it closed the whole time. bake another 30 min in 325f,5,1
love this recipe! i add minced garlic when melting the butter. i've made this 3 times and the last time i doubled everything but the potatoes to make sure it was extra creamy. my family loved it!,5,1
this soup is so good!,5,1
"this cake is awesome. i live at high altitude and had to make adjustments to account for that. i decreased the sugar to 2 1/2 cups, increased the flour to 3 cups, increased the water by adding an additional 1/3 cup and decreased baking soda to 2 1/2 tsp. i made cupcakes instead of cake. i usually let my batter rest for at least 15 minutes before baking. however, i made my first batch as soon as the batter was loaded and the cupcakes rose okay but spread a little. the batter that had a chance to rest made perfect cupcakes. they rose without spreading at all. it's important at high altitude to not fill the pans too high. i filled them to about a half to 3/4 inch from the top and it was perfect. unfortunately there are no magic adjustments that you can use for every recipe. it's all trial and error at altitude, but my adjustments luckily were perfect for this recipe.",5,1
love this ......great way to use up a jar of pizza sauce too... come summer everyone has zucchinis ....everything is in this meal too...a filling side dish or a complete meal.... made it in ramekins...a good way to serve it too...spray the ramekins tho...sausage substitute work's as well...biggest deal is getting all the water out of the zucchini ....,5,1
"this was good, but i made it with 1 pound of cubed boneless pork, a sliced yellow onion, a sliced green bell pepper, and a sliced yellow bell pepper. i tripled the sauce ingredients except for the brown sugar (which i doubled). i let it simmer for 10 minutes instead of 30 because of the meat cube size. we had enough sauce for our rice too.",4,1
i have made this for a few years. it is delicious. everyone i have made it for loves it.,5,1
i've made this recipe numerous times and it always comes out great! i cut the recipe in half and use half of the required flour amount because we like our gravy thinner. i add two tablespoons of white wine to the broth/milk mixture. i also only use one crust on top (no crust on the bottom). this recipe is a keeper!,5,1
loved this recipe! great flavors and different from my regular enchiladas. it was a nice change! making them again tonight for cinco de mayo!,5,1
"i didn't see cream cheese in the recipe, but it was in the description so i added it toward the end. i added a little adobo seasoning and used my own dried cayenne, also added diced tomatoes with green chili's, otherwise made the recipe as written. it was fabulous. a forever keeper. thank you!!",5,1
"made these for 2nd time today, this time used a grill pan so the excess fat drains off - worked great. i prefer to saute the onion before adding to mixture, not a fan of crunchy onion in meatloaf. i ran out of ketchup today so used tomato sauce instead - tasted just as good.",5,1
"made this tonight and we both loved it. since i just had regular tomato sauce, i added italian seasoning and some garlic powder. definitely a keeper.",5,1
